time, pm2.5, pm10
2018-05-17 22:05:27.302798,38,40
2018-05-17 22:05:32.508005,37,39
2018-05-17 22:05:37.683336,35,37
2018-05-17 22:05:42.848791,36,38
2018-05-17 22:05:48.058768,37,39
2018-05-17 22:05:53.241800,39,41
2018-05-17 22:05:58.436995,39,41
2018-05-17 22:06:03.599503,39,41
2018-05-17 22:06:08.761317,37,39
2018-05-17 22:06:13.969162,33,35
2018-05-17 22:06:19.175875,31,33
2018-05-17 22:06:24.340134,35,37
2018-05-17 22:06:29.540892,36,38
2018-05-17 22:06:34.747778,32,34
2018-05-17 22:06:39.917337,34,36
2018-05-17 22:06:45.140491,36,38
2018-05-17 22:06:50.302912,37,39
2018-05-17 22:06:55.462354,38,40
2018-05-17 22:07:00.632414,37,39
2018-05-17 22:07:05.794720,33,35
2018-05-17 22:07:11.030149,29,31
2018-05-17 22:07:16.248090,30,32
2018-05-17 22:07:21.466436,31,33
2018-05-17 22:07:26.633792,33,35
2018-05-17 22:07:31.843059,34,36
2018-05-17 22:07:37.059785,34,36
2018-05-17 22:07:42.281853,37,39
2018-05-17 22:07:47.494082,41,43
2018-05-17 22:07:52.713972,39,41
2018-05-17 22:07:57.943691,38,40
2018-05-17 22:08:03.167147,40,42
2018-05-17 22:08:08.334904,38,40
2018-05-17 22:08:13.556681,37,39
2018-05-17 22:08:18.763798,37,39
2018-05-17 22:08:23.928711,39,41
2018-05-17 22:08:29.141904,39,41
2018-05-17 22:08:34.346734,34,36
2018-05-17 22:08:39.514238,30,32
2018-05-17 22:08:44.678955,30,32
2018-05-17 22:08:49.882501,32,34
2018-05-17 22:08:55.043364,33,35
2018-05-17 22:09:00.214008,33,35
2018-05-17 22:09:05.403941,31,33
2018-05-17 22:09:10.619817,31,33
2018-05-17 22:09:15.819161,34,36
2018-05-17 22:09:21.051792,34,36
2018-05-17 22:09:26.282239,30,32
2018-05-17 22:09:31.517891,28,30
2018-05-17 22:09:36.751847,28,30
2018-05-17 22:09:41.957675,28,30
2018-05-17 22:09:47.170718,28,30
2018-05-17 22:09:52.402497,28,30
2018-05-17 22:09:57.571867,29,31
2018-05-17 22:10:02.736235,30,32
2018-05-17 22:10:07.936734,34,36
2018-05-17 22:10:13.104385,35,37
2018-05-17 22:10:18.320890,30,32
2018-05-17 22:10:23.484072,28,30
2018-05-17 22:10:28.703677,31,33
2018-05-17 22:10:34.028736,30,32
2018-05-17 22:10:39.222026,28,30
2018-05-17 22:10:44.427956,29,31
2018-05-17 22:10:49.597409,34,36
2018-05-17 22:10:54.822447,34,36
2018-05-17 22:11:00.013544,30,32
2018-05-17 22:11:05.189694,31,33
2018-05-17 22:11:10.412865,33,35
2018-05-17 22:11:15.624373,34,36
2018-05-17 22:11:20.797342,35,37
2018-05-17 22:11:26.010291,33,35
2018-05-17 22:11:31.241704,28,30
2018-05-17 22:11:36.475791,26,28
2018-05-17 22:11:41.654127,29,31
2018-05-17 22:11:46.821043,30,32
2018-05-17 22:11:52.040258,28,30
2018-05-17 22:11:57.239484,26,28
2018-05-17 22:12:02.420609,24,25
2018-05-17 22:12:07.608564,23,24
2018-05-17 22:12:12.860271,25,27
2018-05-17 22:12:18.044426,27,29
2018-05-17 22:12:23.269714,28,30
2018-05-17 22:12:28.476085,27,29
2018-05-17 22:12:33.696694,26,28
2018-05-17 22:12:38.863836,24,25
2018-05-17 22:12:44.062023,24,25
2018-05-17 22:12:49.269430,28,30
2018-05-17 22:12:54.437029,31,33
2018-05-17 22:12:59.643084,30,32
2018-05-17 22:13:04.810602,28,30
2018-05-17 22:13:09.980480,27,29
2018-05-17 22:13:15.155930,29,31
2018-05-17 22:13:20.374271,29,31
2018-05-17 22:13:25.596076,27,29
2018-05-17 22:13:30.770475,27,29
2018-05-17 22:13:35.936808,27,29
2018-05-17 22:13:41.158074,27,29
2018-05-17 22:13:46.400629,28,30
2018-05-17 22:13:51.574542,26,28
2018-05-17 22:13:56.742313,25,27
2018-05-17 22:14:01.924857,24,25
2018-05-17 22:14:07.159332,26,28
2018-05-17 22:14:12.374633,29,31
2018-05-17 22:14:17.572070,28,30
2018-05-17 22:14:22.801023,27,29
2018-05-17 22:14:28.014981,26,28
2018-05-17 22:14:33.247816,24,25
2018-05-17 22:14:38.439582,25,27
2018-05-17 22:14:43.632710,28,30
2018-05-17 22:14:48.827342,27,29
2018-05-17 22:14:54.025056,26,28
2018-05-17 22:14:59.252044,26,28
2018-05-17 22:15:04.442075,26,28
2018-05-17 22:15:09.642234,25,27
2018-05-17 22:15:14.843912,25,27
2018-05-17 22:15:20.053352,25,27
2018-05-17 22:15:25.268595,24,25
2018-05-17 22:15:30.501143,22,23
2018-05-17 22:15:35.726650,21,22
2018-05-17 22:15:40.923569,21,22
2018-05-17 22:15:46.162821,22,23
2018-05-17 22:15:51.357533,24,25
2018-05-17 22:15:56.561304,25,27
2018-05-17 22:16:01.790675,23,24
2018-05-17 22:16:07.023349,21,22
2018-05-17 22:16:12.259923,21,22
2018-05-17 22:16:17.502575,23,24
2018-05-17 22:16:22.718890,25,27
2018-05-17 22:16:27.922789,23,24
2018-05-17 22:16:33.125491,23,24
2018-05-17 22:16:38.322062,25,27
2018-05-17 22:16:43.524012,27,29
2018-05-17 22:16:48.758822,27,29
2018-05-17 22:16:53.992203,26,28
2018-05-17 22:16:59.209209,24,25
2018-05-17 22:17:04.424328,25,27
2018-05-17 22:17:09.635390,26,28
2018-05-17 22:17:14.835473,26,28
2018-05-17 22:17:20.031004,25,27
2018-05-17 22:17:25.233789,26,28
2018-05-17 22:17:30.435198,27,29
2018-05-17 22:17:35.636164,26,28
2018-05-17 22:17:40.836963,27,29
2018-05-17 22:17:46.037733,26,28
2018-05-17 22:17:51.238103,25,27
2018-05-17 22:17:56.443519,25,27
2018-05-17 22:18:01.641127,27,29
2018-05-17 22:18:06.864025,27,29
2018-05-17 22:18:12.061698,24,25
2018-05-17 22:18:17.280538,25,27
2018-05-17 22:18:22.514427,28,30
2018-05-17 22:18:27.757659,27,29
2018-05-17 22:18:32.953069,26,28
2018-05-17 22:18:38.185381,23,24
2018-05-17 22:18:43.388066,22,23
2018-05-17 22:18:48.608682,23,24
2018-05-17 22:18:53.813037,23,24
2018-05-17 22:18:59.027010,25,27
2018-05-17 22:19:04.242681,25,27
2018-05-17 22:19:09.490172,25,27
2018-05-17 22:19:14.718792,27,29
2018-05-17 22:19:19.929500,27,29
2018-05-17 22:19:25.179245,25,27
2018-05-17 22:19:30.429153,22,23
2018-05-17 22:19:35.654406,23,24
2018-05-17 22:19:40.856956,24,25
2018-05-17 22:19:46.088867,22,23
2018-05-17 22:19:51.315437,20,21
2018-05-17 22:19:56.538433,21,22
2018-05-17 22:20:01.764829,21,22
2018-05-17 22:20:07.012119,21,22
2018-05-17 22:20:12.265807,21,22
2018-05-17 22:20:17.508080,23,24
2018-05-17 22:20:22.735316,26,28
2018-05-17 22:20:27.983433,27,29
2018-05-17 22:20:33.187414,26,28
2018-05-17 22:20:38.434741,24,25
2018-05-17 22:20:43.684226,23,24
2018-05-17 22:20:48.907327,21,22
2018-05-17 22:20:54.154486,22,23
2018-05-17 22:20:59.382134,23,24
2018-05-17 22:21:04.626560,21,22
2018-05-17 22:21:09.874650,19,20
2018-05-17 22:21:15.097391,19,20
2018-05-17 22:21:20.344803,21,22
2018-05-17 22:21:25.548821,24,25
2018-05-17 22:21:30.776368,25,27
2018-05-17 22:21:36.009738,23,24
2018-05-17 22:21:41.246767,25,27
2018-05-17 22:21:46.496238,26,28
2018-05-17 22:21:51.700444,24,25
2018-05-17 22:21:56.947367,24,25
2018-05-17 22:22:02.176433,22,23
2018-05-17 22:22:07.425878,21,22
2018-05-17 22:22:12.650982,22,23
2018-05-17 22:22:17.856319,22,23
2018-05-17 22:22:23.056497,22,23
2018-05-17 22:22:28.286500,23,24
2018-05-17 22:22:33.525322,23,24
2018-05-17 22:22:38.750743,22,23
2018-05-17 22:22:43.954526,20,21
2018-05-17 22:22:49.155661,19,20
2018-05-17 22:22:54.356800,21,22
2018-05-17 22:22:59.587126,23,24
2018-05-17 22:23:04.817325,22,23
2018-05-17 22:23:10.025109,22,23
2018-05-17 22:23:15.271102,21,22
2018-05-17 22:23:20.524979,20,21
2018-05-17 22:23:25.774927,22,23
2018-05-17 22:23:31.025767,22,23
2018-05-17 22:23:36.273000,21,22
2018-05-17 22:23:41.526876,21,22
2018-05-17 22:23:46.759131,21,22
2018-05-17 22:23:51.966664,21,22
2018-05-17 22:23:57.223472,19,20
2018-05-17 22:24:02.447743,17,18
2018-05-17 22:24:07.689489,18,19
2018-05-17 22:24:12.904405,19,20
2018-05-17 22:24:18.135622,18,19
2018-05-17 22:24:23.322133,16,17
2018-05-17 22:24:28.570427,16,17
2018-05-17 22:24:33.781860,17,18
2018-05-17 22:24:38.969395,18,19
2018-05-17 22:24:44.190780,18,19
2018-05-17 22:24:49.379535,18,19
2018-05-17 22:24:54.620002,19,20
2018-05-17 22:24:59.808012,20,21
2018-05-17 22:25:05.054006,18,19
2018-05-17 22:25:10.234017,17,18
2018-05-17 22:25:15.416673,18,19
2018-05-17 22:25:20.623654,19,20
2018-05-17 22:25:25.814996,19,20
2018-05-17 22:25:31.008290,19,20
2018-05-17 22:25:36.259071,20,21
2018-05-17 22:25:41.444848,19,20
2018-05-17 22:25:46.633105,18,19
2018-05-17 22:25:51.849065,18,19
2018-05-17 22:25:57.041209,18,19
2018-05-17 22:26:02.234635,19,20
2018-05-17 22:26:07.425641,18,19
2018-05-17 22:26:12.634276,17,18
2018-05-17 22:26:17.821849,18,19
2018-05-17 22:26:23.008724,19,20
2018-05-17 22:26:28.205509,20,21
2018-05-17 22:26:33.395397,21,22
2018-05-17 22:26:38.579772,19,20
2018-05-17 22:26:43.762733,17,18
2018-05-17 22:26:48.946165,18,19
2018-05-17 22:26:54.188060,20,21
2018-05-17 22:26:59.375178,19,20
2018-05-17 22:27:04.614284,17,18
2018-05-17 22:27:09.802745,16,17
2018-05-17 22:27:15.038559,17,18
2018-05-17 22:27:20.234274,17,18
2018-05-17 22:27:25.433529,17,18
2018-05-17 22:27:30.652507,18,19
2018-05-17 22:27:35.845165,18,19
2018-05-17 22:27:41.084338,19,20
2018-05-17 22:27:46.270981,19,20
2018-05-17 22:27:51.515875,16,17
2018-05-17 22:27:56.710834,16,17
2018-05-17 22:28:01.894363,21,22
2018-05-17 22:28:07.108832,24,25
2018-05-17 22:28:12.312969,24,25
2018-05-17 22:28:17.547832,22,23
2018-05-17 22:28:22.747613,19,20
2018-05-17 22:28:27.991038,17,18
2018-05-17 22:28:33.205237,19,20
2018-05-17 22:28:38.443978,20,21
2018-05-17 22:28:43.632006,19,20
2018-05-17 22:28:48.826075,18,19
2018-05-17 22:28:54.062522,20,21
2018-05-17 22:28:59.297702,22,23
2018-05-17 22:29:04.495379,23,24
2018-05-17 22:29:09.737437,20,21
2018-05-17 22:29:14.923779,18,19
2018-05-17 22:29:20.168232,17,18
2018-05-17 22:29:25.363506,18,19
2018-05-17 22:29:30.603804,18,19
2018-05-17 22:29:35.791495,17,18
2018-05-17 22:29:40.988753,18,19
2018-05-17 22:29:46.197139,18,19
2018-05-17 22:29:51.386847,18,19
2018-05-17 22:29:56.574144,20,21
2018-05-17 22:30:01.810889,20,21
2018-05-17 22:30:06.996670,18,19
2018-05-17 22:30:12.202815,15,16
2018-05-17 22:30:17.395615,16,17
2018-05-17 22:30:22.638367,18,19
2018-05-17 22:30:27.828068,18,19
2018-05-17 22:30:33.019381,19,20
2018-05-17 22:30:38.212566,19,20
2018-05-17 22:30:43.434428,16,17
2018-05-17 22:30:48.679080,15,16
2018-05-17 22:30:53.896287,15,16
2018-05-17 22:30:59.090051,17,18
2018-05-17 22:31:04.315135,20,21
2018-05-17 22:31:09.516216,19,20
2018-05-17 22:31:14.705149,17,18
2018-05-17 22:31:19.892650,18,19
2018-05-17 22:31:25.134286,18,19
2018-05-17 22:31:30.323197,15,16
2018-05-17 22:31:35.593067,17,18
2018-05-17 22:31:40.781193,19,20
2018-05-17 22:31:46.022921,18,19
2018-05-17 22:31:51.218916,17,18
2018-05-17 22:31:56.463603,18,19
2018-05-17 22:32:01.656949,17,18
2018-05-17 22:32:06.896952,15,16
2018-05-17 22:32:12.088560,14,15
2018-05-17 22:32:17.331245,14,15
2018-05-17 22:32:22.520876,16,17
2018-05-17 22:32:27.761656,17,18
2018-05-17 22:32:32.948940,15,16
2018-05-17 22:32:38.145170,15,16
2018-05-17 22:32:43.396079,16,17
2018-05-17 22:32:48.594299,16,17
2018-05-17 22:32:53.849723,17,18
2018-05-17 22:32:59.050786,19,20
2018-05-17 22:33:04.274079,19,20
2018-05-17 22:33:09.466592,20,21
2018-05-17 22:33:14.717341,21,22
2018-05-17 22:33:19.908331,21,22
2018-05-17 22:33:25.104567,20,21
2018-05-17 22:33:30.347463,20,21
2018-05-17 22:33:35.569772,19,20
2018-05-17 22:33:40.764617,18,19
2018-05-17 22:33:46.011972,18,19
2018-05-17 22:33:51.207441,20,21
2018-05-17 22:33:56.463584,22,23
2018-05-17 22:34:01.674028,22,23
2018-05-17 22:34:06.928572,20,21
2018-05-17 22:34:12.127529,20,21
2018-05-17 22:34:17.346408,21,22
2018-05-17 22:34:22.550482,20,21
2018-05-17 22:34:27.750840,22,23
2018-05-17 22:34:32.951122,23,24
2018-05-17 22:34:38.171154,23,24
2018-05-17 22:34:43.371203,22,23
2018-05-17 22:34:48.583213,18,19
2018-05-17 22:34:53.785170,15,16
2018-05-17 22:34:59.007730,15,16
2018-05-17 22:35:04.206731,17,18
2018-05-17 22:35:09.411675,20,21
2018-05-17 22:35:14.611557,22,23
2018-05-17 22:35:19.820982,20,21
2018-05-17 22:35:25.021417,17,18
2018-05-17 22:35:30.224867,16,17
2018-05-17 22:35:35.432223,16,17
2018-05-17 22:35:40.634260,15,16
2018-05-17 22:35:45.834529,17,18
2018-05-17 22:35:51.041372,21,22
2018-05-17 22:35:56.243616,26,28
2018-05-17 22:36:01.450009,26,28
2018-05-17 22:36:06.661099,22,23
2018-05-17 22:36:11.862903,19,20
2018-05-17 22:36:17.065537,19,20
2018-05-17 22:36:22.264999,20,21
2018-05-17 22:36:27.488583,20,21
2018-05-17 22:36:32.693691,21,22
2018-05-17 22:36:37.895092,23,24
2018-05-17 22:36:43.101776,24,25
2018-05-17 22:36:48.342567,23,24
2018-05-17 22:36:53.547467,24,25
2018-05-17 22:36:58.753447,25,27
2018-05-17 22:37:03.956303,25,27
2018-05-17 22:37:09.175098,25,27
2018-05-17 22:37:14.378958,25,27
2018-05-17 22:37:19.584668,23,24
2018-05-17 22:37:24.792479,22,23
2018-05-17 22:37:29.996935,22,23
2018-05-17 22:37:35.201889,21,22
2018-05-17 22:37:40.405167,20,21
2018-05-17 22:37:45.612682,20,21
2018-05-17 22:37:50.817242,18,19
2018-05-17 22:37:56.027439,20,21
2018-05-17 22:38:01.234338,21,22
2018-05-17 22:38:06.450247,23,24
2018-05-17 22:38:11.657163,23,24
2018-05-17 22:38:16.881188,20,21
2018-05-17 22:38:22.096740,19,20
2018-05-17 22:38:27.301210,20,21
2018-05-17 22:38:32.505059,21,22
2018-05-17 22:38:37.727637,22,23
2018-05-17 22:38:42.931710,21,22
2018-05-17 22:38:48.146086,20,21
2018-05-17 22:38:53.356852,20,21
2018-05-17 22:38:58.574407,19,20
2018-05-17 22:39:03.782797,18,19
2018-05-17 22:39:08.992636,19,20
2018-05-17 22:39:14.208748,20,21
2018-05-17 22:39:19.417964,19,20
2018-05-17 22:39:24.623411,18,19
2018-05-17 22:39:29.839603,19,20
2018-05-17 22:39:35.071754,22,23
2018-05-17 22:39:40.278591,23,24
2018-05-17 22:39:45.544464,23,24
2018-05-17 22:39:50.804884,25,27
2018-05-17 22:39:56.015746,25,27
2018-05-17 22:40:01.220844,26,28
2018-05-17 22:40:06.438760,27,29
2018-05-17 22:40:11.643580,26,28
2018-05-17 22:40:16.853291,25,27
2018-05-17 22:40:22.059086,26,28
2018-05-17 22:40:27.267660,27,29
2018-05-17 22:40:32.481287,27,29
2018-05-17 22:40:37.698987,25,27
2018-05-17 22:40:42.914910,25,27
2018-05-17 22:40:48.466337,28,30
2018-05-17 22:40:53.675196,27,29
2018-05-17 22:40:58.929667,27,29
2018-05-17 22:41:04.199269,28,30
2018-05-17 22:41:09.462604,30,32
2018-05-17 22:41:14.680781,33,35
2018-05-17 22:41:19.901616,31,33
2018-05-17 22:41:25.116455,29,31
2018-05-17 22:41:30.334847,32,34
2018-05-17 22:41:35.551022,34,36
2018-05-17 22:41:40.757055,32,34
2018-05-17 22:41:45.965128,30,32
2018-05-17 22:41:51.190481,28,30
2018-05-17 22:41:56.410569,29,31
2018-05-17 22:42:01.618610,31,33
2018-05-17 22:42:06.828881,31,33
2018-05-17 22:42:12.036397,30,32
2018-05-17 22:42:17.257428,30,32
2018-05-17 22:42:22.467518,28,30
2018-05-17 22:42:27.689705,25,27
2018-05-17 22:42:32.906990,24,25
2018-05-17 22:42:38.126860,22,23
2018-05-17 22:42:43.349034,21,22
2018-05-17 22:42:48.570503,24,25
2018-05-17 22:42:53.782257,26,28
2018-05-17 22:42:58.989396,25,27
2018-05-17 22:43:04.204875,25,27
2018-05-17 22:43:09.412539,27,29
2018-05-17 22:43:14.623436,30,32
2018-05-17 22:43:19.830947,30,32
2018-05-17 22:43:25.044102,31,33
2018-05-17 22:43:30.252289,34,36
2018-05-17 22:43:35.466402,34,36
2018-05-17 22:43:40.686786,30,32
2018-05-17 22:43:45.898819,26,28
2018-05-17 22:43:51.111707,26,28
2018-05-17 22:43:56.328401,29,31
2018-05-17 22:44:01.540975,33,35
2018-05-17 22:44:06.755881,34,36
2018-05-17 22:44:11.971231,32,34
2018-05-17 22:44:17.180477,31,33
2018-05-17 22:44:22.387929,32,34
2018-05-17 22:44:27.597793,30,32
2018-05-17 22:44:32.811632,26,28
2018-05-17 22:44:38.018618,25,27
2018-05-17 22:44:43.223090,26,28
2018-05-17 22:44:48.428930,27,29
2018-05-17 22:44:53.640902,26,28
2018-05-17 22:44:58.862625,28,30
2018-05-17 22:45:04.066280,32,34
2018-05-17 22:45:09.275077,30,32
2018-05-17 22:45:14.478347,27,29
2018-05-17 22:45:19.687230,25,27
2018-05-17 22:45:24.890014,29,31
2018-05-17 22:45:30.103602,30,32
2018-05-17 22:45:35.307375,28,30
2018-05-17 22:45:40.516143,26,28
2018-05-17 22:45:45.726702,27,29
2018-05-17 22:45:50.936291,30,32
2018-05-17 22:45:56.140076,31,33
2018-05-17 22:46:01.350008,30,32
2018-05-17 22:46:06.567538,26,28
2018-05-17 22:46:11.776293,25,27
2018-05-17 22:46:16.988101,27,29
2018-05-17 22:46:22.197882,27,29
2018-05-17 22:46:27.407873,28,30
2018-05-17 22:46:32.612524,32,34
2018-05-17 22:46:37.825576,36,38
2018-05-17 22:46:43.035755,29,31
2018-05-17 22:46:48.251911,22,23
2018-05-17 22:46:53.463527,21,22
2018-05-17 22:46:58.675248,21,22
2018-05-17 22:47:03.886822,23,24
2018-05-17 22:47:09.098439,26,28
2018-05-17 22:47:14.309447,27,29
2018-05-17 22:47:19.520775,27,29
2018-05-17 22:47:24.733085,26,28
2018-05-17 22:47:29.945724,26,28
2018-05-17 22:47:35.163867,28,30
2018-05-17 22:47:40.374106,30,32
2018-05-17 22:47:45.597250,30,32
2018-05-17 22:47:50.827053,28,30
2018-05-17 22:47:56.059768,25,27
2018-05-17 22:48:01.273319,23,24
2018-05-17 22:48:06.487869,22,23
2018-05-17 22:48:11.698244,24,25
2018-05-17 22:48:16.914873,26,28
2018-05-17 22:48:22.121738,28,30
2018-05-17 22:48:27.347252,26,28
2018-05-17 22:48:32.555114,24,25
2018-05-17 22:48:37.766223,24,25
2018-05-17 22:48:42.991064,22,23
2018-05-17 22:48:48.209926,21,22
2018-05-17 22:48:53.422533,24,25
2018-05-17 22:48:58.649731,26,28
2018-05-17 22:49:03.861659,25,27
2018-05-17 22:49:09.093758,21,22
2018-05-17 22:49:14.306424,20,21
2018-05-17 22:49:19.515235,21,22
2018-05-17 22:49:24.728474,22,23
2018-05-17 22:49:29.937993,23,24
2018-05-17 22:49:35.148684,26,28
2018-05-17 22:49:40.363296,25,27
2018-05-17 22:49:45.572843,23,24
2018-05-17 22:49:50.789290,23,24
2018-05-17 22:49:55.999638,24,25
2018-05-17 22:50:01.213288,27,29
2018-05-17 22:50:06.430642,27,29
2018-05-17 22:50:11.647265,23,24
2018-05-17 22:50:16.861575,21,22
2018-05-17 22:50:22.071913,24,25
2018-05-17 22:50:27.295341,23,24
2018-05-17 22:50:32.515152,22,23
2018-05-17 22:50:37.730758,21,22
2018-05-17 22:50:42.949776,20,21
2018-05-17 22:50:48.164757,18,19
2018-05-17 22:50:53.382350,19,20
2018-05-17 22:50:58.594137,23,24
2018-05-17 22:51:03.815420,23,24
2018-05-17 22:51:09.037348,21,22
2018-05-17 22:51:14.302329,20,21
2018-05-17 22:51:19.525381,19,20
2018-05-17 22:51:24.750569,21,22
2018-05-17 22:51:29.965963,22,23
2018-05-17 22:51:35.174385,21,22
2018-05-17 22:51:40.386707,22,23
2018-05-17 22:51:45.624977,24,25
2018-05-17 22:51:50.835043,24,25
2018-05-17 22:51:56.051328,21,22
2018-05-17 22:52:01.282267,19,20
2018-05-17 22:52:06.498196,18,19
2018-05-17 22:52:11.715867,21,22
2018-05-17 22:52:16.930685,24,25
2018-05-17 22:52:22.148254,22,23
2018-05-17 22:52:27.374276,20,21
2018-05-17 22:52:32.598299,20,21
2018-05-17 22:52:37.815228,19,20
2018-05-17 22:52:43.039248,20,21
2018-05-17 22:52:48.253045,20,21
2018-05-17 22:52:53.470722,20,21
2018-05-17 22:52:58.699165,22,23
2018-05-17 22:53:03.920854,22,23
2018-05-17 22:53:09.148669,21,22
2018-05-17 22:53:14.476834,21,22
2018-05-17 22:53:19.692950,20,21
2018-05-17 22:53:25.017047,18,19
2018-05-17 22:53:30.345327,18,19
2018-05-17 22:53:35.559572,19,20
2018-05-17 22:53:40.772987,20,21
2018-05-17 22:53:45.985215,22,23
2018-05-17 22:53:51.204381,24,25
2018-05-17 22:53:56.420217,23,24
2018-05-17 22:54:01.635510,18,19
2018-05-17 22:54:06.870261,16,17
2018-05-17 22:54:12.087623,18,19
2018-05-17 22:54:17.308544,20,21
2018-05-17 22:54:22.527638,21,22
2018-05-17 22:54:27.758051,23,24
2018-05-17 22:54:32.981668,22,23
2018-05-17 22:54:38.207656,19,20
2018-05-17 22:54:43.427463,19,20
2018-05-17 22:54:48.647383,20,21
2018-05-17 22:54:53.867786,21,22
2018-05-17 22:54:59.084475,22,23
2018-05-17 22:55:04.301032,19,20
2018-05-17 22:55:09.521000,16,17
2018-05-17 22:55:14.737994,17,18
2018-05-17 22:55:19.957460,20,21
2018-05-17 22:55:25.175670,19,20
2018-05-17 22:55:30.395023,16,17
2018-05-17 22:55:35.617674,16,17
2018-05-17 22:55:40.842627,18,19
2018-05-17 22:55:46.062598,19,20
2018-05-17 22:55:51.282309,20,21
2018-05-17 22:55:56.500159,21,22
2018-05-17 22:56:01.719823,20,21
2018-05-17 22:56:06.940653,19,20
2018-05-17 22:56:12.160107,18,19
2018-05-17 22:56:17.382532,20,21
2018-05-17 22:56:22.601975,24,25
2018-05-17 22:56:27.820582,27,29
2018-05-17 22:56:33.043943,24,25
2018-05-17 22:56:38.270875,21,22
2018-05-17 22:56:43.490438,18,19
2018-05-17 22:56:48.711237,16,17
2018-05-17 22:56:53.934069,16,17
2018-05-17 22:56:59.155773,19,20
2018-05-17 22:57:04.379463,22,23
2018-05-17 22:57:09.608925,22,23
2018-05-17 22:57:14.836987,19,20
2018-05-17 22:57:20.072507,17,18
2018-05-17 22:57:25.303985,18,19
2018-05-17 22:57:30.543687,21,22
2018-05-17 22:57:35.778854,22,23
2018-05-17 22:57:41.023455,20,21
2018-05-17 22:57:46.256360,21,22
2018-05-17 22:57:51.483430,21,22
2018-05-17 22:57:56.714785,21,22
2018-05-17 22:58:01.942658,21,22
2018-05-17 22:58:07.168427,22,23
2018-05-17 22:58:12.394505,21,22
2018-05-17 22:58:17.622673,19,20
2018-05-17 22:58:22.848040,17,18
2018-05-17 22:58:28.072490,19,20
2018-05-17 22:58:33.293878,19,20
2018-05-17 22:58:38.518999,19,20
2018-05-17 22:58:43.741413,19,20
2018-05-17 22:58:48.965527,19,20
2018-05-17 22:58:54.189742,18,19
2018-05-17 22:58:59.414500,18,19
2018-05-17 22:59:04.647117,20,21
2018-05-17 22:59:09.873517,22,23
2018-05-17 22:59:15.100772,21,22
2018-05-17 22:59:20.326387,21,22
2018-05-17 22:59:25.552868,22,23
2018-05-17 22:59:30.779082,21,22
2018-05-17 22:59:36.003514,23,24
2018-05-17 22:59:41.234603,25,27
2018-05-17 22:59:46.469559,22,23
2018-05-17 22:59:51.699085,21,22
2018-05-17 22:59:56.935071,23,24
2018-05-17 23:00:02.166996,23,24
2018-05-17 23:00:07.397321,24,25
2018-05-17 23:00:12.623019,26,28
2018-05-17 23:00:17.849487,24,25
2018-05-17 23:00:23.075705,21,22
2018-05-17 23:00:28.300531,19,20
2018-05-17 23:00:33.528449,18,19
2018-05-17 23:00:38.758478,17,18
2018-05-17 23:00:43.986283,19,20
2018-05-17 23:00:49.252139,22,23
2018-05-17 23:00:54.505448,25,27
2018-05-17 23:00:59.756960,26,28
2018-05-17 23:01:05.002322,24,25
2018-05-17 23:01:10.254491,23,24
2018-05-17 23:01:15.527215,23,24
2018-05-17 23:01:20.822808,22,23
2018-05-17 23:01:26.089948,20,21
2018-05-17 23:01:31.349312,20,21
2018-05-17 23:01:36.606989,19,20
2018-05-17 23:01:41.863880,20,21
2018-05-17 23:01:47.120953,20,21
2018-05-17 23:01:52.380914,18,19
2018-05-17 23:01:57.651829,17,18
2018-05-17 23:02:02.921822,19,20
2018-05-17 23:02:08.175611,22,23
2018-05-17 23:02:13.454040,23,24
2018-05-17 23:02:18.711405,21,22
2018-05-17 23:02:23.970354,20,21
2018-05-17 23:02:29.227958,20,21
2018-05-17 23:02:34.498905,20,21
2018-05-17 23:02:39.754672,19,20
2018-05-17 23:02:45.007938,18,19
2018-05-17 23:02:50.259673,16,17
2018-05-17 23:02:55.530482,16,17
2018-05-17 23:03:00.824828,16,17
2018-05-17 23:03:06.093236,16,17
2018-05-17 23:03:11.377970,17,18
2018-05-17 23:03:16.653469,18,19
2018-05-17 23:03:21.912741,19,20
2018-05-17 23:03:27.206640,21,22
2018-05-17 23:03:32.489771,22,23
2018-05-17 23:03:37.782192,20,21
2018-05-17 23:03:43.055804,16,17
2018-05-17 23:03:48.324651,15,16
2018-05-17 23:03:53.594134,15,16
2018-05-17 23:03:58.863940,17,18
2018-05-17 23:04:04.134763,18,19
2018-05-17 23:04:09.393210,19,20
2018-05-17 23:04:14.653492,20,21
2018-05-17 23:04:19.913635,21,22
2018-05-17 23:04:25.173313,21,22
2018-05-17 23:04:30.434183,20,21
2018-05-17 23:04:35.694338,17,18
2018-05-17 23:04:40.954474,17,18
2018-05-17 23:04:46.220511,20,21
2018-05-17 23:04:51.523495,20,21
2018-05-17 23:04:56.775681,20,21
2018-05-17 23:05:02.079861,19,20
2018-05-17 23:05:07.353036,18,19
2018-05-17 23:05:12.628358,17,18
2018-05-17 23:05:17.902234,18,19
2018-05-17 23:05:23.172319,17,18
2018-05-17 23:05:28.444115,16,17
2018-05-17 23:05:33.721276,17,18
2018-05-17 23:05:38.989794,19,20
2018-05-17 23:05:44.258561,20,21
2018-05-17 23:05:49.518394,21,22
2018-05-17 23:05:54.772281,22,23
2018-05-17 23:06:00.026326,21,22
2018-05-17 23:06:05.306706,19,20
2018-05-17 23:06:10.588472,20,21
