time, pm2.5, pm10
2018-05-18 02:41:15.384710,24,25
2018-05-18 02:41:20.896740,25,27
2018-05-18 02:41:26.413133,26,28
2018-05-18 02:41:31.931222,24,25
2018-05-18 02:41:37.450481,23,24
2018-05-18 02:41:42.953398,23,24
2018-05-18 02:41:48.455450,25,27
2018-05-18 02:41:53.963509,25,27
2018-05-18 02:41:59.473399,24,25
2018-05-18 02:42:04.992119,23,24
2018-05-18 02:42:10.508085,24,25
2018-05-18 02:42:16.027268,24,25
2018-05-18 02:42:21.536774,23,24
2018-05-18 02:42:27.059391,23,24
2018-05-18 02:42:32.581796,25,27
2018-05-18 02:42:38.041938,24,25
2018-05-18 02:42:43.501859,24,25
2018-05-18 02:42:48.973675,25,27
2018-05-18 02:42:54.434855,25,27
2018-05-18 02:42:59.898243,25,27
2018-05-18 02:43:05.370016,25,27
2018-05-18 02:43:10.867495,25,27
2018-05-18 02:43:16.380561,24,25
2018-05-18 02:43:21.891908,25,27
2018-05-18 02:43:27.409647,24,25
2018-05-18 02:43:32.925188,23,24
2018-05-18 02:43:38.432958,24,25
2018-05-18 02:43:43.946090,23,24
2018-05-18 02:43:49.411570,24,25
2018-05-18 02:43:54.923833,26,28
2018-05-18 02:44:00.432316,25,27
2018-05-18 02:44:05.966417,23,24
2018-05-18 02:44:11.478325,23,24
2018-05-18 02:44:16.974633,25,27
2018-05-18 02:44:22.476090,26,28
2018-05-18 02:44:27.973869,24,25
2018-05-18 02:44:33.429968,23,24
2018-05-18 02:44:38.935179,23,24
2018-05-18 02:44:44.439427,23,24
2018-05-18 02:44:49.945488,24,25
2018-05-18 02:44:55.408156,24,25
2018-05-18 02:45:00.925888,24,25
2018-05-18 02:45:06.378953,23,24
2018-05-18 02:45:11.829654,22,23
2018-05-18 02:45:17.293496,22,23
2018-05-18 02:45:22.765621,23,24
2018-05-18 02:45:28.227748,24,25
2018-05-18 02:45:33.690966,24,25
2018-05-18 02:45:39.147251,24,25
2018-05-18 02:45:44.651897,24,25
2018-05-18 02:45:50.109031,24,25
2018-05-18 02:45:55.564622,23,24
2018-05-18 02:46:01.014833,22,23
2018-05-18 02:46:06.524889,22,23
2018-05-18 02:46:11.983496,25,27
2018-05-18 02:46:17.437140,24,25
2018-05-18 02:46:22.890596,22,23
2018-05-18 02:46:28.345072,21,22
2018-05-18 02:46:33.808142,23,24
2018-05-18 02:46:39.269352,24,25
2018-05-18 02:46:44.730422,24,25
2018-05-18 02:46:50.185046,23,24
2018-05-18 02:46:55.637898,24,25
2018-05-18 02:47:01.100131,23,24
2018-05-18 02:47:06.552870,23,24
2018-05-18 02:47:12.073930,24,25
2018-05-18 02:47:17.527777,24,25
2018-05-18 02:47:22.978931,25,27
2018-05-18 02:47:28.433863,26,28
2018-05-18 02:47:33.890009,27,29
2018-05-18 02:47:39.350681,26,28
2018-05-18 02:47:44.811673,25,27
2018-05-18 02:47:50.268275,26,28
2018-05-18 02:47:55.726029,26,28
2018-05-18 02:48:01.193297,24,25
2018-05-18 02:48:06.658844,23,24
2018-05-18 02:48:12.144764,23,24
2018-05-18 02:48:17.598783,24,25
2018-05-18 02:48:23.065114,24,25
2018-05-18 02:48:28.533769,25,27
2018-05-18 02:48:33.996985,24,25
2018-05-18 02:48:39.514784,23,24
2018-05-18 02:48:44.980703,23,24
2018-05-18 02:48:50.443738,24,25
2018-05-18 02:48:55.908224,23,24
2018-05-18 02:49:01.362158,23,24
2018-05-18 02:49:06.818255,24,25
2018-05-18 02:49:12.273733,24,25
2018-05-18 02:49:17.730792,22,23
2018-05-18 02:49:23.239041,22,23
2018-05-18 02:49:28.696864,23,24
2018-05-18 02:49:34.154678,22,23
2018-05-18 02:49:39.612041,22,23
2018-05-18 02:49:45.080756,23,24
2018-05-18 02:49:50.535355,23,24
2018-05-18 02:49:56.044675,23,24
2018-05-18 02:50:01.503511,22,23
2018-05-18 02:50:06.972879,22,23
2018-05-18 02:50:12.432865,23,24
2018-05-18 02:50:17.957370,24,25
2018-05-18 02:50:23.418456,24,25
2018-05-18 02:50:28.875920,24,25
2018-05-18 02:50:34.334570,24,25
2018-05-18 02:50:39.790135,24,25
2018-05-18 02:50:45.246791,23,24
2018-05-18 02:50:50.702649,23,24
2018-05-18 02:50:56.157334,23,24
2018-05-18 02:51:01.614097,23,24
2018-05-18 02:51:07.071039,23,24
2018-05-18 02:51:12.531600,23,24
2018-05-18 02:51:18.004791,23,24
2018-05-18 02:51:23.488131,22,23
2018-05-18 02:51:28.945897,22,23
2018-05-18 02:51:34.405681,22,23
2018-05-18 02:51:39.881277,23,24
2018-05-18 02:51:45.337253,22,23
2018-05-18 02:51:50.805327,22,23
2018-05-18 02:51:56.312026,22,23
2018-05-18 02:52:01.773475,22,23
2018-05-18 02:52:07.296563,22,23
2018-05-18 02:52:12.759942,23,24
2018-05-18 02:52:18.224911,24,25
2018-05-18 02:52:23.687005,25,27
2018-05-18 02:52:29.154827,24,25
2018-05-18 02:52:34.621251,23,24
2018-05-18 02:52:40.087594,24,25
2018-05-18 02:52:45.554752,23,24
2018-05-18 02:52:51.020109,21,22
2018-05-18 02:52:56.477120,22,23
2018-05-18 02:53:01.934196,23,24
2018-05-18 02:53:07.390661,23,24
2018-05-18 02:53:12.852685,23,24
2018-05-18 02:53:18.308138,22,23
2018-05-18 02:53:23.768140,23,24
2018-05-18 02:53:29.228469,24,25
2018-05-18 02:53:34.690602,23,24
2018-05-18 02:53:40.149166,21,22
2018-05-18 02:53:45.604340,23,24
2018-05-18 02:53:51.062038,24,25
2018-05-18 02:53:56.523099,23,24
2018-05-18 02:54:02.064666,22,23
2018-05-18 02:54:07.603403,22,23
2018-05-18 02:54:13.144723,23,24
2018-05-18 02:54:18.673453,23,24
2018-05-18 02:54:24.209027,24,25
2018-05-18 02:54:29.734805,24,25
2018-05-18 02:54:35.246770,23,24
2018-05-18 02:54:40.755738,23,24
2018-05-18 02:54:46.259971,23,24
2018-05-18 02:54:51.765752,22,23
2018-05-18 02:54:57.272556,23,24
2018-05-18 02:55:02.801896,22,23
2018-05-18 02:55:08.339751,22,23
2018-05-18 02:55:13.871650,23,24
2018-05-18 02:55:19.362951,23,24
2018-05-18 02:55:24.878264,22,23
2018-05-18 02:55:30.406364,22,23
2018-05-18 02:55:35.943829,22,23
2018-05-18 02:55:41.434846,21,22
2018-05-18 02:55:46.939777,21,22
2018-05-18 02:55:52.447854,22,23
2018-05-18 02:55:57.961130,23,24
2018-05-18 02:56:03.480188,24,25
2018-05-18 02:56:09.001580,22,23
2018-05-18 02:56:14.513215,21,22
2018-05-18 02:56:20.022651,22,23
2018-05-18 02:56:25.534869,23,24
2018-05-18 02:56:31.041101,22,23
2018-05-18 02:56:36.549428,22,23
2018-05-18 02:56:42.065751,21,22
2018-05-18 02:56:47.595830,21,22
2018-05-18 02:56:53.129769,22,23
2018-05-18 02:56:58.664751,22,23
2018-05-18 02:57:04.188957,22,23
2018-05-18 02:57:09.712640,23,24
2018-05-18 02:57:15.224883,24,25
2018-05-18 02:57:20.730654,23,24
2018-05-18 02:57:26.236369,22,23
2018-05-18 02:57:31.743740,24,25
2018-05-18 02:57:37.242423,23,24
2018-05-18 02:57:42.764496,22,23
2018-05-18 02:57:48.294915,23,24
2018-05-18 02:57:53.827180,24,25
2018-05-18 02:57:59.345932,24,25
2018-05-18 02:58:04.866573,23,24
2018-05-18 02:58:10.406835,21,22
2018-05-18 02:58:15.939572,22,23
2018-05-18 02:58:21.464837,24,25
2018-05-18 02:58:26.986687,23,24
2018-05-18 02:58:32.520028,22,23
2018-05-18 02:58:38.050366,22,23
2018-05-18 02:58:43.580141,21,22
2018-05-18 02:58:49.117027,22,23
2018-05-18 02:58:54.642679,22,23
2018-05-18 02:59:00.166482,21,22
2018-05-18 02:59:05.686377,22,23
2018-05-18 02:59:11.209332,23,24
2018-05-18 02:59:16.731515,22,23
2018-05-18 02:59:22.260752,20,21
2018-05-18 02:59:27.797276,23,24
2018-05-18 02:59:33.348545,25,27
2018-05-18 02:59:38.866507,24,25
2018-05-18 02:59:44.386220,20,21
2018-05-18 02:59:49.894416,19,20
2018-05-18 02:59:55.401732,20,21
2018-05-18 03:00:00.913007,21,22
2018-05-18 03:00:06.417486,21,22
2018-05-18 03:00:11.917528,20,21
2018-05-18 03:00:17.421447,21,22
2018-05-18 03:00:22.944836,22,23
2018-05-18 03:00:28.464850,22,23
2018-05-18 03:00:33.982542,21,22
2018-05-18 03:00:39.503838,20,21
2018-05-18 03:00:45.036736,22,23
2018-05-18 03:00:50.571033,23,24
2018-05-18 03:00:56.091392,21,22
2018-05-18 03:01:01.606666,22,23
2018-05-18 03:01:07.119916,23,24
2018-05-18 03:01:12.633453,23,24
2018-05-18 03:01:18.138678,22,23
2018-05-18 03:01:23.641626,21,22
2018-05-18 03:01:29.168297,22,23
2018-05-18 03:01:34.700279,23,24
2018-05-18 03:01:40.235781,23,24
2018-05-18 03:01:45.771287,23,24
2018-05-18 03:01:51.306772,22,23
2018-05-18 03:01:56.826751,22,23
2018-05-18 03:02:02.333724,23,24
2018-05-18 03:02:07.843004,23,24
2018-05-18 03:02:13.345366,23,24
2018-05-18 03:02:18.848749,23,24
2018-05-18 03:02:24.357414,22,23
2018-05-18 03:02:29.885783,22,23
2018-05-18 03:02:35.422314,22,23
2018-05-18 03:02:40.953594,20,21
2018-05-18 03:02:46.493979,20,21
2018-05-18 03:02:52.010241,19,20
2018-05-18 03:02:57.517606,21,22
2018-05-18 03:03:03.024689,22,23
2018-05-18 03:03:08.526890,21,22
2018-05-18 03:03:14.032176,20,21
2018-05-18 03:03:19.581072,20,21
2018-05-18 03:03:25.129941,21,22
2018-05-18 03:03:30.674895,21,22
2018-05-18 03:03:36.219440,21,22
2018-05-18 03:03:41.753758,21,22
2018-05-18 03:03:47.275732,21,22
2018-05-18 03:03:52.797561,21,22
2018-05-18 03:03:58.290302,20,21
2018-05-18 03:04:03.771359,20,21
2018-05-18 03:04:09.267164,22,23
2018-05-18 03:04:14.762090,21,22
2018-05-18 03:04:20.277651,19,20
2018-05-18 03:04:25.812429,18,19
2018-05-18 03:04:31.368665,19,20
2018-05-18 03:04:36.917320,20,21
2018-05-18 03:04:42.404247,21,22
2018-05-18 03:04:47.942290,21,22
2018-05-18 03:04:53.425014,21,22
2018-05-18 03:04:58.959439,21,22
2018-05-18 03:05:04.444830,21,22
2018-05-18 03:05:09.930928,21,22
2018-05-18 03:05:15.416689,21,22
2018-05-18 03:05:20.894191,21,22
2018-05-18 03:05:26.382703,22,23
2018-05-18 03:05:31.935041,22,23
2018-05-18 03:05:37.416876,21,22
2018-05-18 03:05:42.944746,21,22
2018-05-18 03:05:48.449964,21,22
2018-05-18 03:05:53.991700,22,23
2018-05-18 03:05:59.479249,21,22
2018-05-18 03:06:04.963798,20,21
2018-05-18 03:06:10.442730,20,21
2018-05-18 03:06:15.938761,21,22
2018-05-18 03:06:21.427982,21,22
2018-05-18 03:06:26.914731,20,21
2018-05-18 03:06:32.428060,21,22
2018-05-18 03:06:37.905794,20,21
2018-05-18 03:06:43.390760,21,22
2018-05-18 03:06:48.879085,23,24
2018-05-18 03:06:54.367225,22,23
2018-05-18 03:06:59.850666,20,21
2018-05-18 03:07:05.339673,19,20
2018-05-18 03:07:10.841840,21,22
2018-05-18 03:07:16.327820,21,22
2018-05-18 03:07:21.869990,19,20
2018-05-18 03:07:27.360117,19,20
2018-05-18 03:07:32.888383,21,22
2018-05-18 03:07:38.380344,21,22
2018-05-18 03:07:43.915849,20,21
2018-05-18 03:07:49.453576,20,21
2018-05-18 03:07:54.984274,20,21
2018-05-18 03:08:00.517385,21,22
2018-05-18 03:08:06.015915,23,24
2018-05-18 03:08:11.519422,23,24
2018-05-18 03:08:17.010068,21,22
2018-05-18 03:08:22.547666,20,21
2018-05-18 03:08:28.076359,21,22
2018-05-18 03:08:33.612548,20,21
2018-05-18 03:08:39.145035,20,21
2018-05-18 03:08:44.676734,19,20
2018-05-18 03:08:50.216576,19,20
2018-05-18 03:08:55.748296,19,20
2018-05-18 03:09:01.234634,19,20
2018-05-18 03:09:06.722933,21,22
2018-05-18 03:09:12.208657,22,23
2018-05-18 03:09:17.699792,21,22
2018-05-18 03:09:23.188572,21,22
2018-05-18 03:09:28.730606,20,21
2018-05-18 03:09:34.212799,19,20
2018-05-18 03:09:39.702783,21,22
2018-05-18 03:09:45.247340,22,23
2018-05-18 03:09:50.736541,21,22
2018-05-18 03:09:56.243116,20,21
2018-05-18 03:10:01.783133,19,20
2018-05-18 03:10:07.327333,20,21
2018-05-18 03:10:12.869010,21,22
2018-05-18 03:10:18.423536,20,21
2018-05-18 03:10:23.965333,20,21
2018-05-18 03:10:29.518203,21,22
2018-05-18 03:10:35.018149,21,22
2018-05-18 03:10:40.568588,21,22
2018-05-18 03:10:46.115567,22,23
2018-05-18 03:10:51.606200,20,21
2018-05-18 03:10:57.095195,19,20
2018-05-18 03:11:02.619122,19,20
2018-05-18 03:11:08.111597,20,21
2018-05-18 03:11:13.603948,20,21
2018-05-18 03:11:19.092374,21,22
2018-05-18 03:11:24.589094,22,23
2018-05-18 03:11:30.084299,22,23
2018-05-18 03:11:35.629811,20,21
2018-05-18 03:11:41.116544,20,21
2018-05-18 03:11:46.662639,20,21
2018-05-18 03:11:52.149066,20,21
2018-05-18 03:11:57.644666,20,21
2018-05-18 03:12:03.152670,21,22
2018-05-18 03:12:08.656122,21,22
2018-05-18 03:12:14.143937,19,20
2018-05-18 03:12:19.632825,18,19
2018-05-18 03:12:25.120005,18,19
2018-05-18 03:12:30.609326,20,21
2018-05-18 03:12:36.101721,20,21
2018-05-18 03:12:41.588375,20,21
2018-05-18 03:12:47.094772,19,20
2018-05-18 03:12:52.582268,19,20
2018-05-18 03:12:58.086303,20,21
2018-05-18 03:13:03.644643,20,21
2018-05-18 03:13:09.154778,18,19
2018-05-18 03:13:14.696377,18,19
2018-05-18 03:13:20.184830,19,20
2018-05-18 03:13:25.675094,21,22
2018-05-18 03:13:31.185857,21,22
2018-05-18 03:13:36.699308,20,21
2018-05-18 03:13:42.243796,20,21
2018-05-18 03:13:47.803738,19,20
2018-05-18 03:13:53.299036,19,20
2018-05-18 03:13:58.803186,20,21
2018-05-18 03:14:04.302583,21,22
2018-05-18 03:14:09.792657,21,22
2018-05-18 03:14:15.293524,20,21
2018-05-18 03:14:20.788820,21,22
2018-05-18 03:14:26.285873,20,21
2018-05-18 03:14:31.779205,20,21
2018-05-18 03:14:37.295984,19,20
2018-05-18 03:14:42.790998,18,19
2018-05-18 03:14:48.309416,18,19
2018-05-18 03:14:53.802786,19,20
2018-05-18 03:14:59.315846,21,22
2018-05-18 03:15:04.810078,22,23
2018-05-18 03:15:10.307593,21,22
2018-05-18 03:15:15.804195,19,20
2018-05-18 03:15:21.316603,20,21
2018-05-18 03:15:26.821300,20,21
2018-05-18 03:15:32.319385,20,21
2018-05-18 03:15:37.821994,21,22
2018-05-18 03:15:43.316490,19,20
2018-05-18 03:15:48.880620,18,19
2018-05-18 03:15:54.386808,19,20
2018-05-18 03:15:59.880382,20,21
2018-05-18 03:16:05.380259,20,21
2018-05-18 03:16:10.876538,19,20
2018-05-18 03:16:16.383587,18,19
2018-05-18 03:16:21.946573,18,19
2018-05-18 03:16:27.461409,20,21
2018-05-18 03:16:32.957613,21,22
2018-05-18 03:16:38.470610,20,21
2018-05-18 03:16:43.967023,17,18
2018-05-18 03:16:49.488926,17,18
2018-05-18 03:16:54.984544,19,20
2018-05-18 03:17:00.481665,20,21
2018-05-18 03:17:05.981830,20,21
2018-05-18 03:17:11.480306,20,21
2018-05-18 03:17:17.048099,19,20
2018-05-18 03:17:22.544914,20,21
2018-05-18 03:17:28.064122,19,20
2018-05-18 03:17:33.558485,19,20
2018-05-18 03:17:39.075485,19,20
2018-05-18 03:17:44.579398,20,21
2018-05-18 03:17:50.076983,20,21
2018-05-18 03:17:55.644796,21,22
2018-05-18 03:18:01.143230,21,22
2018-05-18 03:18:06.642882,20,21
2018-05-18 03:18:12.156479,20,21
2018-05-18 03:18:17.653855,20,21
2018-05-18 03:18:23.156527,20,21
2018-05-18 03:18:28.660177,20,21
2018-05-18 03:18:34.155574,19,20
2018-05-18 03:18:39.661441,18,19
2018-05-18 03:18:45.169110,18,19
2018-05-18 03:18:50.677688,18,19
2018-05-18 03:18:56.201517,18,19
2018-05-18 03:19:01.719594,19,20
2018-05-18 03:19:07.220940,20,21
2018-05-18 03:19:12.721497,21,22
2018-05-18 03:19:18.222090,21,22
2018-05-18 03:19:23.771846,20,21
2018-05-18 03:19:29.345378,19,20
2018-05-18 03:19:34.844230,18,19
2018-05-18 03:19:40.365969,18,19
2018-05-18 03:19:45.923342,19,20
2018-05-18 03:19:51.426800,20,21
2018-05-18 03:19:56.939211,19,20
2018-05-18 03:20:02.460294,18,19
2018-05-18 03:20:07.981785,18,19
2018-05-18 03:20:13.505661,19,20
2018-05-18 03:20:19.002440,19,20
2018-05-18 03:20:24.522101,19,20
2018-05-18 03:20:30.043297,18,19
2018-05-18 03:20:35.565481,19,20
2018-05-18 03:20:41.079228,19,20
2018-05-18 03:20:46.580612,18,19
2018-05-18 03:20:52.099602,18,19
2018-05-18 03:20:57.600824,20,21
2018-05-18 03:21:03.101207,23,24
2018-05-18 03:21:08.607730,22,23
2018-05-18 03:21:14.125962,19,20
2018-05-18 03:21:19.640096,18,19
2018-05-18 03:21:25.141272,20,21
2018-05-18 03:21:30.669659,21,22
2018-05-18 03:21:36.170762,18,19
2018-05-18 03:21:41.677963,17,18
2018-05-18 03:21:47.198886,19,20
2018-05-18 03:21:52.711713,20,21
2018-05-18 03:21:58.223405,19,20
2018-05-18 03:22:03.724946,19,20
2018-05-18 03:22:09.234409,20,21
2018-05-18 03:22:14.756838,19,20
2018-05-18 03:22:20.265192,17,18
2018-05-18 03:22:25.784252,18,19
2018-05-18 03:22:31.288060,19,20
2018-05-18 03:22:36.790460,19,20
2018-05-18 03:22:42.328512,19,20
2018-05-18 03:22:47.833745,20,21
2018-05-18 03:22:53.336510,19,20
2018-05-18 03:22:58.856431,19,20
2018-05-18 03:23:04.360589,19,20
2018-05-18 03:23:09.882826,20,21
2018-05-18 03:23:15.389469,20,21
2018-05-18 03:23:20.915380,20,21
2018-05-18 03:23:26.419232,21,22
2018-05-18 03:23:31.945172,20,21
2018-05-18 03:23:37.447686,21,22
2018-05-18 03:23:42.961319,21,22
2018-05-18 03:23:48.463226,20,21
2018-05-18 03:23:53.975809,20,21
2018-05-18 03:23:59.475798,20,21
2018-05-18 03:24:04.969059,19,20
2018-05-18 03:24:10.461027,17,18
2018-05-18 03:24:15.950453,18,19
2018-05-18 03:24:21.443136,20,21
2018-05-18 03:24:26.934362,20,21
2018-05-18 03:24:32.424252,19,20
2018-05-18 03:24:37.917719,19,20
2018-05-18 03:24:43.406529,21,22
2018-05-18 03:24:48.899739,21,22
2018-05-18 03:24:54.390342,21,22
2018-05-18 03:24:59.882653,20,21
2018-05-18 03:25:05.378985,19,20
2018-05-18 03:25:10.875044,19,20
2018-05-18 03:25:16.371735,19,20
2018-05-18 03:25:21.867668,18,19
2018-05-18 03:25:27.366208,19,20
2018-05-18 03:25:32.868839,20,21
2018-05-18 03:25:38.366557,20,21
2018-05-18 03:25:43.866475,18,19
2018-05-18 03:25:49.361463,18,19
2018-05-18 03:25:54.856126,18,19
2018-05-18 03:26:00.356496,18,19
2018-05-18 03:26:05.855290,18,19
2018-05-18 03:26:11.346113,19,20
2018-05-18 03:26:16.840999,19,20
2018-05-18 03:26:22.333186,18,19
2018-05-18 03:26:27.828397,19,20
2018-05-18 03:26:33.318997,20,21
2018-05-18 03:26:38.816153,20,21
2018-05-18 03:26:44.315772,20,21
2018-05-18 03:26:49.812599,21,22
2018-05-18 03:26:55.310466,20,21
2018-05-18 03:27:00.803642,18,19
2018-05-18 03:27:06.299182,18,19
2018-05-18 03:27:11.794497,18,19
2018-05-18 03:27:17.294631,20,21
2018-05-18 03:27:22.789091,20,21
2018-05-18 03:27:28.287275,18,19
2018-05-18 03:27:33.793951,18,19
2018-05-18 03:27:39.297053,18,19
2018-05-18 03:27:44.796199,17,18
2018-05-18 03:27:50.294780,18,19
2018-05-18 03:27:55.793928,18,19
2018-05-18 03:28:01.293585,18,19
2018-05-18 03:28:06.845184,17,18
2018-05-18 03:28:12.338629,18,19
2018-05-18 03:28:17.830246,18,19
2018-05-18 03:28:23.320374,18,19
2018-05-18 03:28:28.818569,19,20
2018-05-18 03:28:34.313420,21,22
2018-05-18 03:28:39.809231,23,24
2018-05-18 03:28:45.307716,23,24
2018-05-18 03:28:50.804307,21,22
2018-05-18 03:28:56.301524,20,21
2018-05-18 03:29:01.798667,20,21
2018-05-18 03:29:07.296139,20,21
2018-05-18 03:29:12.792236,19,20
2018-05-18 03:29:18.290992,17,18
2018-05-18 03:29:23.788402,17,18
2018-05-18 03:29:29.291154,18,19
2018-05-18 03:29:34.788641,19,20
2018-05-18 03:29:40.289135,19,20
2018-05-18 03:29:45.786826,19,20
2018-05-18 03:29:51.280824,19,20
2018-05-18 03:29:56.783283,18,19
2018-05-18 03:30:02.283952,17,18
2018-05-18 03:30:07.781353,17,18
2018-05-18 03:30:13.290993,21,22
2018-05-18 03:30:18.795275,20,21
2018-05-18 03:30:24.302675,18,19
2018-05-18 03:30:29.799771,19,20
2018-05-18 03:30:35.297683,19,20
2018-05-18 03:30:40.794887,18,19
2018-05-18 03:30:46.291287,17,18
2018-05-18 03:30:51.804829,18,19
2018-05-18 03:30:57.310189,18,19
2018-05-18 03:31:02.811826,16,17
2018-05-18 03:31:08.318458,16,17
2018-05-18 03:31:13.821471,18,19
2018-05-18 03:31:19.327869,18,19
2018-05-18 03:31:24.829461,17,18
2018-05-18 03:31:30.336421,19,20
2018-05-18 03:31:35.847861,19,20
2018-05-18 03:31:41.353072,18,19
2018-05-18 03:31:46.861272,18,19
2018-05-18 03:31:52.364289,17,18
2018-05-18 03:31:57.870724,18,19
2018-05-18 03:32:03.379075,19,20
2018-05-18 03:32:08.887310,20,21
2018-05-18 03:32:14.399512,19,20
2018-05-18 03:32:19.913573,18,19
2018-05-18 03:32:25.424217,19,20
2018-05-18 03:32:30.934863,20,21
2018-05-18 03:32:36.443248,18,19
2018-05-18 03:32:41.951296,17,18
2018-05-18 03:32:47.461463,18,19
2018-05-18 03:32:52.977538,19,20
2018-05-18 03:32:58.490381,19,20
2018-05-18 03:33:04.002770,19,20
2018-05-18 03:33:09.514621,18,19
2018-05-18 03:33:15.027800,17,18
2018-05-18 03:33:20.540541,18,19
2018-05-18 03:33:26.050590,18,19
2018-05-18 03:33:31.563365,17,18
2018-05-18 03:33:37.076843,16,17
2018-05-18 03:33:42.585993,17,18
2018-05-18 03:33:48.103094,18,19
2018-05-18 03:33:53.617390,18,19
2018-05-18 03:33:59.170362,17,18
2018-05-18 03:34:04.724418,17,18
2018-05-18 03:34:10.263226,17,18
2018-05-18 03:34:15.816507,18,19
2018-05-18 03:34:21.349237,18,19
2018-05-18 03:34:26.889063,19,20
2018-05-18 03:34:32.479117,18,19
2018-05-18 03:34:38.048537,17,18
2018-05-18 03:34:43.608002,17,18
2018-05-18 03:34:49.167134,17,18
2018-05-18 03:34:54.735500,17,18
2018-05-18 03:35:00.295492,18,19
2018-05-18 03:35:05.847153,18,19
2018-05-18 03:35:11.385223,17,18
2018-05-18 03:35:16.931115,17,18
2018-05-18 03:35:22.516115,17,18
2018-05-18 03:35:28.062388,17,18
2018-05-18 03:35:33.612722,17,18
2018-05-18 03:35:39.135344,17,18
2018-05-18 03:35:44.686265,18,19
2018-05-18 03:35:50.227498,18,19
2018-05-18 03:35:55.778885,18,19
2018-05-18 03:36:01.315331,16,17
2018-05-18 03:36:06.859682,17,18
2018-05-18 03:36:12.394794,18,19
2018-05-18 03:36:17.937894,18,19
2018-05-18 03:36:23.478465,18,19
2018-05-18 03:36:29.031584,18,19
2018-05-18 03:36:34.600510,17,18
2018-05-18 03:36:40.166742,18,19
2018-05-18 03:36:45.732401,19,20
2018-05-18 03:36:51.273635,20,21
2018-05-18 03:36:56.811910,19,20
2018-05-18 03:37:02.349840,19,20
2018-05-18 03:37:07.888509,18,19
2018-05-18 03:37:13.429890,17,18
2018-05-18 03:37:18.969612,18,19
2018-05-18 03:37:24.515147,19,20
2018-05-18 03:37:30.053735,18,19
2018-05-18 03:37:35.594942,17,18
2018-05-18 03:37:41.136181,17,18
2018-05-18 03:37:46.675087,18,19
2018-05-18 03:37:52.215698,18,19
2018-05-18 03:37:57.753348,18,19
2018-05-18 03:38:03.311207,17,18
2018-05-18 03:38:08.877401,18,19
2018-05-18 03:38:14.427216,18,19
2018-05-18 03:38:19.983684,16,17
2018-05-18 03:38:25.529345,16,17
2018-05-18 03:38:31.067764,16,17
2018-05-18 03:38:36.617187,16,17
2018-05-18 03:38:42.170018,17,18
2018-05-18 03:38:47.726528,17,18
2018-05-18 03:38:53.264504,17,18
2018-05-18 03:38:58.809443,17,18
2018-05-18 03:39:04.348908,19,20
2018-05-18 03:39:09.914079,18,19
2018-05-18 03:39:15.452504,17,18
2018-05-18 03:39:20.991364,18,19
2018-05-18 03:39:26.531576,17,18
2018-05-18 03:39:32.068522,17,18
2018-05-18 03:39:37.607579,17,18
2018-05-18 03:39:43.151981,16,17
2018-05-18 03:39:48.698864,15,16
2018-05-18 03:39:54.248115,16,17
2018-05-18 03:39:59.792490,17,18
2018-05-18 03:40:05.333403,17,18
2018-05-18 03:40:10.873530,17,18
2018-05-18 03:40:16.412973,17,18
2018-05-18 03:40:21.949158,16,17
2018-05-18 03:40:27.488969,17,18
2018-05-18 03:40:33.036579,18,19
2018-05-18 03:40:38.601518,18,19
2018-05-18 03:40:44.156149,17,18
2018-05-18 03:40:49.703433,16,17
2018-05-18 03:40:55.255247,16,17
2018-05-18 03:41:00.802471,18,19
2018-05-18 03:41:06.355881,17,18
2018-05-18 03:41:11.900187,17,18
2018-05-18 03:41:17.451340,17,18
2018-05-18 03:41:22.994804,16,17
2018-05-18 03:41:28.542645,16,17
2018-05-18 03:41:34.111412,16,17
2018-05-18 03:41:39.677031,17,18
2018-05-18 03:41:45.248774,16,17
2018-05-18 03:41:50.802759,16,17
2018-05-18 03:41:56.345752,16,17
2018-05-18 03:42:01.888300,17,18
2018-05-18 03:42:07.441817,17,18
2018-05-18 03:42:12.987139,19,20
2018-05-18 03:42:18.531137,19,20
2018-05-18 03:42:24.077496,17,18
2018-05-18 03:42:29.657285,16,17
2018-05-18 03:42:35.230024,16,17
2018-05-18 03:42:40.798847,16,17
2018-05-18 03:42:46.373889,15,16
2018-05-18 03:42:51.954722,15,16
2018-05-18 03:42:57.505393,15,16
2018-05-18 03:43:03.054215,16,17
2018-05-18 03:43:08.617555,17,18
2018-05-18 03:43:14.155859,19,20
2018-05-18 03:43:19.708895,19,20
2018-05-18 03:43:25.259587,18,19
2018-05-18 03:43:30.812773,17,18
2018-05-18 03:43:36.345261,17,18
2018-05-18 03:43:41.888342,17,18
2018-05-18 03:43:47.427549,18,19
2018-05-18 03:43:53.001155,17,18
2018-05-18 03:43:58.566968,17,18
2018-05-18 03:44:04.154105,17,18
2018-05-18 03:44:09.737052,17,18
2018-05-18 03:44:15.318289,17,18
2018-05-18 03:44:20.891505,16,17
2018-05-18 03:44:26.465741,16,17
2018-05-18 03:44:32.038152,17,18
2018-05-18 03:44:37.606447,15,16
2018-05-18 03:44:43.175961,15,16
2018-05-18 03:44:48.749600,16,17
2018-05-18 03:44:54.324763,17,18
2018-05-18 03:44:59.896038,18,19
2018-05-18 03:45:05.469061,18,19
2018-05-18 03:45:11.043514,16,17
2018-05-18 03:45:16.615632,16,17
2018-05-18 03:45:22.186902,18,19
